usage,usage_plain,lng,lat
10,Housing area,13.4185794907272,52.4125622992338
10,Housing area,13.449193349436,52.4195605160046
10,Housing area,13.45110741174,52.4198918993633
10,Housing area,13.450120569154,52.4196940419869
10,Housing area,13.452115709738,52.4201254111728
10,Housing area,13.4536023459737,52.4204462475604
10,Housing area,13.4532113767172,52.4222379635111
10,Housing area,13.4552800745193,52.4207490425974
160,Allotment garden,13.4223919435333,52.4122482936523
10,Housing area,13.4201263608114,52.4116654749354
190,Sport use,13.4294592134774,52.4131897567923
122,Farmland,13.4263709180079,52.4126187847033
130,Park / green space,13.4227162727921,52.4115669043152
121,Meadow and pasture,13.4327208191372,52.4135542115969
130,Park / green space,13.4585256126955,52.4219229795242
50,Public / special use,13.4577227933554,52.4211188391103
10,Housing area,13.459756720979,52.4212134546363
10,Housing area,13.4565398893331,52.4209921366271
50,Public / special use,13.4565563344503,52.4224067604758
100,Forest,13.4465720985874,52.4242859595935
40,Commercial and industrial area,13.4474470534841,52.4243973631151
10,Housing area,13.4509239138585,52.42348395684
50,Public / special use,13.4555508295333,52.4223999052816
10,Housing area,13.4457618006747,52.4211635447512
10,Housing area,13.4465444049436,52.4171145767692
10,Housing area,13.4475625173658,52.4204939551907
40,Commercial and industrial area,13.4488287931927,52.4218058479709
10,Housing area,13.4516281192276,52.4223641156675
10,Housing area,13.4497318750367,52.4225049014692
10,Housing area,13.460741500437,52.443104201219
21,Mixed area,13.4584136857081,52.4418983303069
40,Commercial and industrial area,13.470119775575,52.4333256382959
10,Housing area,13.4680844749669,52.4330006596596
10,Housing area,13.4703027524705,52.4324867681566
10,Housing area,13.4549074269818,52.4387523247124
40,Commercial and industrial area,13.4722352920852,52.4324389829202
10,Housing area,13.4621281046435,52.4414434347854
10,Housing area,13.4633273946497,52.4411054330342
130,Park / green space,13.4620185146068,52.4210876192303
190,Sport use,13.4651028780265,52.4214035385921
130,Park / green space,13.4663034251583,52.4208932787109
10,Housing area,13.4658893000418,52.4396955498686
10,Housing area,13.4614542073197,52.4390645418157
10,Housing area,13.4702560557638,52.4376072782516
10,Housing area,13.465474279108,52.4371895495212
10,Housing area,13.4690044322817,52.4358951874337
10,Housing area,13.474822027582,52.4346035131792
10,Housing area,13.4763845014361,52.4333424616478
10,Housing area,13.4781966446273,52.4316638551082
10,Housing area,13.4772996294794,52.4311718128227
10,Housing area,13.4743997011965,52.4329622943882
21,Mixed area,13.4666001926814,52.4346844939635
21,Mixed area,13.4636755075419,52.4363340360334
10,Housing area,13.4625659640028,52.4352743943716
10,Housing area,13.4648360998413,52.4340060179228
10,Housing area,13.4672200826984,52.4332664736749
10,Housing area,13.4644941271649,52.4315257146749
10,Housing area,13.4602352128227,52.4331620463917
40,Commercial and industrial area,13.4495169007162,52.4327295064438
10,Housing area,13.4561687266913,52.4403604884928
10,Housing area,13.453619798268,52.4356861178097
10,Housing area,13.4518675672709,52.4334207342731
10,Housing area,13.4497277720194,52.4321795654564
10,Housing area,13.4488915658478,52.4297186546746
50,Public / special use,13.4515093051356,52.4296497706419
130,Park / green space,13.4498220216226,52.4293558808537
110,Body of water,13.449387218275,52.4285050944955
130,Park / green space,13.4515321526392,52.4313908765711
10,Housing area,13.4568564059187,52.4333180567465
10,Housing area,13.4559973161927,52.4323317276179
10,Housing area,13.4582041582565,52.4321102248897
10,Housing area,13.4549879626251,52.43104478565
10,Housing area,13.4621318167064,52.4341438315779
10,Housing area,13.4685173705956,52.4301889761344
10,Housing area,13.4711236575835,52.4306721315366
10,Housing area,13.4612099224921,52.4339074636748
10,Housing area,13.4626181234566,52.4312158939498
50,Public / special use,13.4630447629401,52.4293800462255
10,Housing area,13.4618586199451,52.4283207346639
10,Housing area,13.4661198069883,52.4322692533402
10,Housing area,13.4675062207009,52.4317946433465
21,Mixed area,13.4497178344269,52.4265272278808
10,Housing area,13.4471087215155,52.4259864548977
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.4486141414149,52.4250591977863
50,Public / special use,13.474110870184,52.4297513351065
10,Housing area,13.4729454558425,52.4307062683636
50,Public / special use,13.4737636390896,52.4312380283192
10,Housing area,13.4650981356076,52.4221435413018
130,Park / green space,13.4638361712574,52.4217019525359
50,Public / special use,13.4587463385546,52.436820282606
10,Housing area,13.4558838336045,52.4349351279318
10,Housing area,13.4719160632531,52.43553826606
10,Housing area,13.4720226907117,52.4346957801933
10,Housing area,13.4641042325683,52.4402142836917
10,Housing area,13.4662423028639,52.4408617320027
10,Housing area,13.4667465411821,52.439059218618
10,Housing area,13.4672645044724,52.4380018936218
10,Housing area,13.4690594559744,52.4390532449465
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.4671676456174,52.4383869665343
10,Housing area,13.4534356884758,52.4373411486358
10,Housing area,13.4553448983483,52.4368158303908
190,Sport use,13.4712907372361,52.4280574731477
50,Public / special use,13.4726519584521,52.4267147724626
10,Housing area,13.4536754302257,52.4271608266863
10,Housing area,13.4516180079205,52.424945425845
190,Sport use,13.4544126698832,52.424584219165
50,Public / special use,13.4564576681669,52.4251529999373
80,Traffic area (without roads),13.4547600931858,52.4257787697086
10,Housing area,13.4592011806018,52.4299615245553
30,Core area,13.4561199280841,52.4292454098153
10,Housing area,13.4588980089364,52.4276710680199
10,Housing area,13.4617926243135,52.4266039428344
130,Park / green space,13.4575138216236,52.4270612898352
10,Housing area,13.4600425595652,52.425244955746
21,Mixed area,13.4635790838174,52.4253890693475
50,Public / special use,13.462062953619,52.4242992730399
10,Housing area,13.469920258254,52.4397167690134
10,Housing area,13.4711086792272,52.4390545849453
10,Housing area,13.4725427933689,52.4383211881703
10,Housing area,13.4643328931486,52.4272863271225
10,Housing area,13.4658368084166,52.427429824668
10,Housing area,13.4681020300251,52.426484890789
10,Housing area,13.4666050720743,52.4250762753159
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.4682495966807,52.4259147827437
10,Housing area,13.4647744861864,52.4234543614105
130,Park / green space,13.4658032188389,52.4239451378701
10,Housing area,13.463776398124,52.4227892997877
10,Housing area,13.45311344932,52.4333118195931
10,Housing area,13.4545564165766,52.4332673961892
10,Housing area,13.4585141934691,52.4241338956247
10,Housing area,13.4595349904367,52.4230978617305
10,Housing area,13.475602779854,52.4307216318417
80,Traffic area (without roads),13.4641785177789,52.4214551964696
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.4566256352514,52.4227191824427
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.4514054175885,52.4240948237669
40,Commercial and industrial area,13.4491447339992,52.4244814542869
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.4594474215295,52.4220488913284
10,Housing area,13.4805139691631,52.4404578992579
10,Housing area,13.4801379661763,52.4397298514486
10,Housing area,13.4796555315879,52.4390986172889
10,Housing area,13.4787742688082,52.4385060582518
70,Weekend cottage / allotment-garden-type area,13.4884054185103,52.3985747456377
70,Weekend cottage / allotment-garden-type area,13.4889836894267,52.4006564658681
10,Housing area,13.4895697268294,52.3995643667343
70,Weekend cottage / allotment-garden-type area,13.4902541013563,52.3983722520316
10,Housing area,13.4914847380125,52.4006656208066
110,Body of water,13.4910050947725,52.3998086768773
160,Allotment garden,13.4944049603508,52.401753137926
10,Housing area,13.4779013461778,52.4378287209492
10,Housing area,13.4763836358917,52.4374554408995
10,Housing area,13.4752249966997,52.4364138864245
10,Housing area,13.4774230517469,52.4336281906998
10,Housing area,13.4795656065838,52.4342758580882
10,Housing area,13.4808857373085,52.4352557342655
10,Housing area,13.481806077202,52.4359631092642
10,Housing area,13.484019804272,52.4360721742853
10,Housing area,13.4824131171821,52.4378966024674
10,Housing area,13.4829992919778,52.4385771866353
10,Housing area,13.4832829944364,52.4393336073397
130,Park / green space,13.481287448656,52.4407667084359
60,Utility area,13.4848519726418,52.4379288615818
10,Housing area,13.4870457352653,52.437431941264
10,Housing area,13.4897903439323,52.4359541043241
10,Housing area,13.4852704829093,52.4343182598017
10,Housing area,13.4827652256672,52.4332929513217
10,Housing area,13.4840705090651,52.4326391894252
10,Housing area,13.47978343865,52.4324136834664
10,Housing area,13.4786884365605,52.4319492329817
10,Housing area,13.4817878921628,52.4310508243731
10,Housing area,13.4797685098617,52.4299237260336
10,Housing area,13.4756469923757,52.4291042051383
10,Housing area,13.4905165527347,52.4011554245098
10,Housing area,13.4760903374026,52.4281958843655
10,Housing area,13.4764220274331,52.4265740558268
10,Housing area,13.4796291577192,52.4272068476733
50,Public / special use,13.4806368400653,52.4282339892445
10,Housing area,13.4814859742167,52.4289526500731
10,Housing area,13.4832468473351,52.4292614495749
10,Housing area,13.4842223066981,52.4301644351453
10,Housing area,13.4829907455389,52.4268093820974
10,Housing area,13.4833073079493,52.4278762934781
10,Housing area,13.4856289504513,52.428782630013
10,Housing area,13.4863900597373,52.4309592655684
10,Housing area,13.4890409103348,52.4312931362876
10,Housing area,13.4894246966888,52.4323421254507
10,Housing area,13.4913740563658,52.432518500049
10,Housing area,13.489993508223,52.4345330486048
10,Housing area,13.4913049926405,52.4348635102067
10,Housing area,13.4872261693547,52.4000248562303
10,Housing area,13.4867471288431,52.3990301401668
10,Housing area,13.4773351989946,52.4203793499856
10,Housing area,13.4897724719077,52.4293487296501
10,Housing area,13.4882972174727,52.4281908126951
10,Housing area,13.4871374322579,52.4273036224463
10,Housing area,13.4860707619915,52.4264703228467
190,Sport use,13.4854541697726,52.4253348599878
10,Housing area,13.481831075015,52.4039466188047
10,Housing area,13.4803428578727,52.4037499423385
10,Housing area,13.4849301085194,52.4008620681184
40,Commercial and industrial area,13.4791183970946,52.4031624656082
190,Sport use,13.4796056171634,52.4015249340413
10,Housing area,13.4860906087427,52.3987865006091
10,Housing area,13.4818485216713,52.4019839748245
40,Commercial and industrial area,13.4816533315606,52.3994603092991
172,"Fallow area, meadow-like vegetation",13.4842961908741,52.4003632736094
90,Construction site,13.4844302993282,52.3987857706986
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.4853895084487,52.398588533922
10,Housing area,13.4817400950854,52.4026950914216
10,Housing area,13.4823326450207,52.4012326906317
10,Housing area,13.4708117490948,52.415414059579
10,Housing area,13.4716084133232,52.4169648035986
10,Housing area,13.472559335637,52.4148703389265
10,Housing area,13.4734288478628,52.4139574153604
10,Housing area,13.4735738063696,52.4170996087755
10,Housing area,13.4750051859566,52.4155221229817
10,Housing area,13.4749258878728,52.4180799228976
10,Housing area,13.4760619693142,52.4174270225127
10,Housing area,13.4766613961073,52.4171765516411
10,Housing area,13.4760417003021,52.4189150196872
